"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon","chn","mon_grams","chn_grams","mon_sel","chn_sel","class"
8648785,"Zhaoshao","zhaoshao","Zhaoshao,Zhaoshao Xiang,zhao shao,zhao shao xiang,召稍,召稍乡",39.4896,108.263,"A","ADM4",FALSE,FALSE,5,5,0,0,"Tie"
8648786,"Arbas Sumu","arbas sumu","A'erbasi,Arbas,Arbas Sumu,A’erbasi,a er ba si,a er ba si su mu,阿尔巴斯,阿尔巴斯苏木",39.4977,107.138,"A","ADM4",FALSE,FALSE,8,8,0,0,"Tie"
8648787,"Dalumao","dalumao","Dalumao,Dalumao Xiang,da lu mao,da lu mao xiang,大路峁,大路峁乡",39.5299,110.617,"A","ADM4",FALSE,TRUE,5,6,1,2,"Chinese"
8648788,"Jiaozigou","jiaozigou","Jiaozigou,Jiaozigou Jiedao,jiao zi gou,jiao zi gou jie dao,教子沟,教子沟街道",39.5306,106.657,"A","ADM4",FALSE,TRUE,3,8,0,5,"Chinese"
8648789,"Qiaoxi","qiaoxi","Qiaoxi,Qiaoxi Zhen,qiao xi,qiao xi zhen,桥西,桥西镇",39.531,106.732,"A","ADM4",FALSE,TRUE,1,5,0,4,"Chinese"
8648790,"Liangjiagou","liangjiagou","Liangjiagou,Liangjiagou Jiedao,liang jia gou,liang jia gou jie dao,梁家沟,梁家沟街道",39.5471,106.663,"A","ADM4",FALSE,TRUE,5,10,0,5,"Chinese"
8648791,"Nalintaohai","nalintaohai","Nalintaohai,Nalintaohai Xiang,na lin tao hai,na lin tao hai xiang,纳林陶亥,纳林陶亥乡",39.554,110.179,"A","ADM4",FALSE,FALSE,9,9,0,0,"Tie"
8648792,"Shengli","shengli","Shengli,Shengli Xiang,sheng li,sheng li xiang,胜利,胜利乡",39.5579,108.957,"A","ADM4",FALSE,FALSE,5,5,1,1,"Tie"
8648793,"Bu’erdungaole","bu'erdungaole","Bu'erdungaole,Bu'erdungaole Xiang,Bu’erdungaole,Bu’erdungaole Xiang,bu er dui gao lei,bu er dui gao lei xiang,布尔敦高勒,布尔敦高勒乡",39.5628,110.733,"A","ADM4",FALSE,FALSE,10,8,2,0,"Mongolian"
8648794,"Weijiamao","weijiamao","Weijiamao,Weijiamao Xiang,wei jia mao,wei jia mao xiang,魏家峁,魏家峁乡",39.5746,111.352,"A","ADM4",FALSE,TRUE,5,10,1,6,"Chinese"
8648795,"Taijizhao","taijizhao","Taijizhao,Taijizhao Xiang,tai ji zhao,tai ji zhao xiang,台吉召,台吉召乡",39.5753,109.442,"A","ADM4",FALSE,TRUE,6,8,0,2,"Chinese"
8648796,"Wulan","wulan","Wulan,Wulan Xiang,wu lan,wu lan xiang,乌兰,乌兰乡",39.5823,106.696,"A","ADM4",FALSE,FALSE,3,3,0,0,"Tie"
8648797,"Zhunge’erzhao","zhunge'erzhao","Zhunge'erzhao,Zhunge'erzhao Xiang,Zhunge’erzhao,Zhunge’erzhao Xiang,zhun ge er zhao,zhun ge er zhao xiang,准格尔召,准格尔召乡",39.596,110.138,"A","ADM4",FALSE,TRUE,8,8,1,1,"Tie"
8648798,"Changtan","changtan","Changtan,Changtan Xiang,zhang tan,zhang tan xiang,长滩,长滩乡",39.6076,111.16,"A","ADM4",FALSE,FALSE,6,6,0,0,"Tie"
8648799,"Haosibu’erdu","haosibu'erdu","Haosibu'erdu,Haosibu'erdu Sumu,Haosibu’erdu,Haosibu’erdu Sumu,hao si bu er dou,hao si bu er dou su mu,豪斯布尔都,豪斯布尔都苏木",39.6107,104.766,"A","ADM4",FALSE,TRUE,6,7,2,3,"Chinese"
8648800,"Sishililiang","sishililiang","Sishililiang,Sishililiang Xiang,si shi li liang,si shi li liang xiang,四十里梁,四十里梁乡",39.6132,108.806,"A","ADM4",FALSE,TRUE,7,9,0,2,"Chinese"
8648801,"Habagexi","habagexi","Habagexi,Habagexi Xiang,ha ba ge xi,ha ba ge xi xiang,哈巴格希,哈巴格希乡",39.6163,109.798,"A","ADM4",FALSE,TRUE,5,7,1,3,"Chinese"
8648802,"Xiyingzi","xiyingzi","Xiyingzi,Xiyingzi Xiang,xi ying zi,xi ying zi xiang,西营子,西营子乡",39.629,110.709,"A","ADM4",FALSE,TRUE,3,7,0,4,"Chinese"
8648803,"Sidaoliu","sidaoliu","Sidaoliu,Sidaoliu Xiang,si dao liu,si dao liu xiang,四道柳,四道柳乡",39.6347,110.398,"A","ADM4",FALSE,FALSE,4,6,0,2,"Chinese"
8648804,"Yabulai","yabulai","Yabulai,Yabulai Sumu,ya bu lai,ya bu lai su mu,雅布赖,雅布赖苏木",39.6355,103.075,"A","ADM4",FALSE,FALSE,5,6,0,1,"Chinese"
8648805,"Hetongmiao","hetongmiao","Hetongmiao,Hetongmiao Xiang,he tong miao,he tong miao xiang,合同庙,合同庙乡",39.6638,109.515,"A","ADM4",FALSE,TRUE,8,8,1,1,"Tie"
8648806,"Subu’erga","subu'erga","Subu'erga,Subu'erga Sumu,Subu’erga,Subu’erga Sumu,su bu er ga,su bu er ga su mu,苏布尔嘎,苏布尔嘎苏木",39.6701,109.35,"A","ADM4",FALSE,FALSE,5,4,1,0,"Mongolian"
8648807,"Yaositu","yaositu","Yaositu,Yaositu Sumu,yao si tu,yao si tu su mu,夭斯图,夭斯图苏木",39.6781,108.575,"A","ADM4",FALSE,TRUE,4,6,0,2,"Chinese"
8648808,"Xiahaibowan","xiahaibowan","Xiahaibowan,Xiahaibowan Zhen,xia hai bo wan,xia hai bo wan zhen,下海勃湾,下海勃湾镇",39.6931,106.786,"A","ADM4",FALSE,TRUE,4,11,0,7,"Chinese"
8648809,"Nuanshui","nuanshui","Nuanshui,Nuanshui Xiang,nuan shui,nuan shui xiang,暖水,暖水乡",39.6954,110.503,"A","ADM4",FALSE,FALSE,5,6,0,1,"Chinese"
8648810,"Amenqirige","amenqirige","Amenqirige,Amenqirige Xiang,a men qi ri ge,a men qi ri ge xiang,阿门其日格,阿门其日格乡",39.6966,109.073,"A","ADM4",FALSE,TRUE,7,8,1,2,"Chinese"
8648811,"Wulanhada","wulanhada","Wulanhada,Wulanhada Xiang,wu lan ha da,wu lan ha da xiang,乌兰哈达,乌兰哈达乡",39.7154,110.318,"A","ADM4",FALSE,FALSE,7,7,0,0,"Tie"
8648812,"Wuyi","wuyi","Wuyi,Wuyi Xiang,wu yi,wu yi xiang,五一,五一乡",39.7177,106.785,"A","ADM4",FALSE,FALSE,2,2,0,0,"Tie"
8648813,"Hadaigaole","hadaigaole","Hadaigaole,Hadaigaole Xiang,ha dai gao lei,ha dai gao lei xiang,哈岱高勒,哈岱高勒乡",39.7271,111.266,"A","ADM4",FALSE,TRUE,8,8,1,1,"Tie"
8648814,"Jilantai","jilantai","Jilantai,Jilantai Zhen,ji lan tai,ji lan tai zhen,吉兰泰,吉兰泰镇",39.7588,105.75,"A","ADM4",FALSE,FALSE,6,7,0,1,"Chinese"
8648815,"Buriduliang","buriduliang","Buriduliang,Buriduliang Xiang,bu ri dou liang,bu ri dou liang xiang,布日都梁,布日都梁乡",39.7651,109.94,"A","ADM4",FALSE,FALSE,11,9,2,0,"Mongolian"
8648816,"Nalin","nalin","Nalin,Nalin Xiang,na lin,na lin xiang,纳林,纳林乡",39.7693,110.79,"A","ADM4",FALSE,FALSE,3,3,0,0,"Tie"
8648817,"Haizita","haizita","Haizita,Haizita Xiang,hai zi ta,hai zi ta xiang,海子塔,海子塔乡",39.7832,111.107,"A","ADM4",FALSE,TRUE,2,5,0,3,"Chinese"
8648818,"Huashuyan","huashuyan","Huashuyan,Huashuyan Xiang,hua shu yan,hua shu yan xiang,桦树墕,桦树墕乡",39.7863,111.563,"A","ADM4",FALSE,TRUE,6,8,0,2,"Chinese"
8648819,"Talahao","talahao","Talahao,Talahao Xiang,ta la hao,ta la hao xiang,塔拉壕,塔拉壕乡",39.7925,110.123,"A","ADM4",FALSE,FALSE,5,6,0,1,"Chinese"
8648820,"Chaonaoliang","chaonaoliang","Chaonaoliang,Chaonaoliang Xiang,chao nao liang,chao nao liang xiang,潮脑梁,潮脑梁乡",39.8089,110.272,"A","ADM4",FALSE,FALSE,10,10,0,0,"Tie"
8648821,"Xindi","xindi","Xindi,Xindi Xiang,xin de,xin de xiang,新地,新地乡",39.8113,106.787,"A","ADM4",FALSE,FALSE,2,4,0,2,"Chinese"
8648822,"Hantaimiao","hantaimiao","Hantaimiao,Hantaimiao Xiang,han tai miao,han tai miao xiang,罕台庙,罕台庙乡",39.8378,109.824,"A","ADM4",FALSE,TRUE,7,8,0,1,"Chinese"
8648823,"Gongqiriga","gongqiriga","Gongqiriga,Gongqiriga Xiang,gong qi ri ga,gong qi ri ga xiang,公其日嘎,公其日嘎乡",39.8407,107.655,"A","ADM4",FALSE,TRUE,5,7,0,2,"Chinese"
8648824,"Bo’erjianghaizi","bo'erjianghaizi","Bo'erjianghaizi,Bo'erjianghaizi Xiang,Bo’erjianghaizi,Bo’erjianghaizi Xiang,po er jiang hai zi,po er jiang hai zi xiang,泊尔江海子,泊尔江海子乡",39.8488,109.363,"A","ADM4",FALSE,TRUE,8,11,1,4,"Chinese"
8648825,"Deshengxi","deshengxi","Deshengxi,Deshengxi Xiang,de sheng xi,de sheng xi xiang,德胜西,德胜西乡",39.8563,110.588,"A","ADM4",FALSE,TRUE,6,8,1,3,"Chinese"
8648826,"Haoraochaidamu","haoraochaidamu","Haoraochaidamu,Haoraochaidamu Sumu,hao rao chai da mu,hao rao chai da mu su mu,浩绕柴达木,浩绕柴达木苏木",39.8582,108.507,"A","ADM4",FALSE,TRUE,9,13,0,4,"Chinese"
8648827,"Bayan Aobao","bayan aobao","Bayan Aobao,Bayan Aobao Xiang,ba yan ao bao,ba yan ao bao xiang,巴彦敖包,巴彦敖包乡",39.86,109.223,"A","ADM4",FALSE,TRUE,5,10,0,5,"Chinese"
8648828,"Chaideng","chaideng","Chaideng,Chaideng Xiang,chai deng,chai deng xiang,柴登,柴登乡",39.8722,109.552,"A","ADM4",FALSE,TRUE,6,6,1,1,"Tie"
8648829,"Barunhadai","barunhadai","Barunhadai,Barunhadai Xiang,ba run ha dai,ba run ha dai xiang,巴润哈岱,巴润哈岱乡",39.8768,111.063,"A","ADM4",FALSE,FALSE,8,8,0,0,"Tie"
8648830,"Yaogou","yaogou","Yaogou,Yaogou Xiang,yao gou,yao gou xiang,窑沟,窑沟乡",39.8946,111.331,"A","ADM4",FALSE,FALSE,2,5,0,3,"Chinese"
8648831,"Wanli","wanli","Wanli,Wanli Zhen,wan li,wan li zhen,万利,万利镇",39.9046,109.961,"A","ADM4",FALSE,FALSE,3,3,0,0,"Tie"
8648832,"Tarangaole","tarangaole","Tarangaole,Tarangaole Xiang,ta ran gao lei,ta ran gao lei xiang,塔然高勒,塔然高勒乡",39.9225,109.039,"A","ADM4",FALSE,FALSE,9,7,2,0,"Mongolian"
8648833,"Aobaoliang","aobaoliang","Aobaoliang,Aobaoliang Xiang,ao bao liang,ao bao liang xiang,敖包梁,敖包梁乡",39.9236,110.289,"A","ADM4",FALSE,TRUE,5,8,0,3,"Chinese"
8648834,"Bayan Moron","bayan moron","Bayan Moron,Bayan Moron Sumu,ba yan mu ren,ba yan mu ren su mu,巴彦木仁,巴彦木仁苏木",39.9261,106.721,"A","ADM4",FALSE,FALSE,9,10,0,1,"Chinese"
8648835,"Dongkongdui","dongkongdui","Dongkongdui,Dongkongdui Zhen,dong kong dui,dong kong dui zhen,东孔兑,东孔兑镇",39.975,111.238,"A","ADM4",FALSE,TRUE,6,8,1,3,"Chinese"
8648836,"Ezihao","ezihao","Ezihao,Ezihao Xiang,er zi hao,er zi hao xiang,耳字壕,耳字壕乡",39.9956,110.013,"A","ADM4",FALSE,TRUE,3,4,1,2,"Chinese"
8648837,"Menggenbulage","menggenbulage","Menggenbulage,Menggenbulage Sumu,meng gen bu la ge,meng gen bu la ge su mu,孟根布拉格,孟根布拉格苏木",40.0119,103.865,"A","ADM4",FALSE,TRUE,11,11,1,1,"Tie"
8648838,"Yindamen","yindamen","Yindamen,Yindamen Xiang,yin da men,yin da men xiang,音达门,音达门乡",40.0184,109.852,"A","ADM4",FALSE,FALSE,7,7,1,1,"Tie"
8648839,"Bu’ertaohai","bu'ertaohai","Bu'ertaohai,Bu'ertaohai Xiang,Bu’ertaohai,Bu’ertaohai Xiang,bu er tao hai,bu er tao hai xiang,布尔陶亥,布尔陶亥乡",40.0463,110.797,"A","ADM4",FALSE,FALSE,7,6,1,0,"Mongolian"
8648840,"Yihewusu","yihewusu","Yihewusu,Yihewusu Sumu,yi he wu su,yi he wu su su mu,伊和乌素,伊和乌素苏木",40.0486,107.842,"A","ADM4",FALSE,TRUE,6,7,1,2,"Chinese"
8648841,"Wangguiyao","wangguiyao","Wangguiyao,Wangguiyao Xiang,wang gui yao,wang gui yao xiang,王桂窑,王桂窑乡",40.0611,111.629,"A","ADM4",FALSE,TRUE,5,9,0,4,"Chinese"
8648842,"Husiliang","husiliang","Husiliang,Husiliang Xiang,hu si liang,hu si liang xiang,呼斯梁,呼斯梁乡",40.069,109.32,"A","ADM4",FALSE,FALSE,7,7,0,0,"Tie"
8648843,"Bayinbulage","bayinbulage","Bayanbulak,Bayanbulak Sumu,Bayinbulage,ba yin bu la ge,ba yin bu la ge su mu,巴音布拉格,巴音布拉格苏木",40.1008,108.789,"A","ADM4",FALSE,FALSE,10,9,1,0,"Mongolian"
8648844,"Xinhong","xinhong","Xinhong,Xinhong Xiang,xin hong,xin hong xiang,新红,新红乡",40.1293,111.789,"A","ADM4",FALSE,FALSE,4,6,0,2,"Chinese"
8648845,"Yangqungou","yangqungou","Yangqungou,Yangqungou Xiang,yang qun gou,yang qun gou xiang,羊群沟,羊群沟乡",40.1295,111.989,"A","ADM4",FALSE,TRUE,4,10,0,6,"Chinese"
8648846,"Bayinwusu","bayinwusu","Bayan Us,Bayan Us Zhen,Bayinwusu,ba yin wu su,ba yin wu su zhen,巴音乌素,巴音乌素镇",40.1542,108.437,"A","ADM4",FALSE,FALSE,7,7,0,0,"Tie"
8648847,"Bayan Nuorigong","bayan nuorigong","Bayan Nuorigong,Bayan Nuorigong Sumu,ba yan nuo ri gong,ba yan nuo ri gong su mu,巴彦诺日公,巴彦诺日公苏木",40.1634,104.81,"A","ADM4",FALSE,TRUE,12,14,0,2,"Chinese"
8648848,"Xuhaitu","xuhaitu","Xuhaitu,Xuhaitu Xiang,xu hai tu,xu hai tu xiang,蓿亥图,蓿亥图乡",40.2045,109.383,"A","ADM4",FALSE,FALSE,4,6,0,2,"Chinese"
8648849,"Bayan Erihetu","bayan erihetu","Bayan Erihetu,Bayan Erihetu Sumu,ba yin e ri he tu,ba yin e ri he tu su mu,巴音额日和图,巴音额日和图苏木",40.208,107.183,"A","ADM4",FALSE,FALSE,12,12,1,1,"Tie"
8648850,"Xinfeng","xinfeng","Xinfeng,Xinfeng Xiang,xin feng,xin feng xiang,新丰,新丰乡",40.2155,112.183,"A","ADM4",FALSE,TRUE,3,6,1,4,"Chinese"
8648851,"Caonian","caonian","Caonian,Caonian Manzu Xiang,cao nian,cao nian man zu xiang,曹碾,曹碾满族乡",40.2173,112.825,"A","ADM4",FALSE,FALSE,4,5,0,1,"Chinese"
8648852,"Yanshanying","yanshanying","Yanshanying,Yanshanying Xiang,yan shan ying,yan shan ying xiang,燕山营,燕山营乡",40.219,111.352,"A","ADM4",FALSE,TRUE,8,10,0,2,"Chinese"
8648853,"Xuhaitu","xuhaitu","Xuhaitu,Xuhaitu Xiang,xu hai tu,xu hai tu xiang,蓿亥图,蓿亥图乡",40.2347,110.867,"A","ADM4",FALSE,FALSE,4,6,0,2,"Chinese"
8648854,"Xindianzi","xindianzi","Xindianzi,Xindianzi Xiang,xin dian zi,xin dian zi xiang,新店子,新店子乡",40.2396,112.104,"A","ADM4",FALSE,TRUE,4,8,0,4,"Chinese"
8648855,"Shi’erliancheng","shi'erliancheng","Shi'erliancheng,Shi'erliancheng Xiang,Shi’erliancheng,Shi’erliancheng Xiang,shi er lian cheng,shi er lian cheng xiang,十二连城,十二连城乡",40.2588,111.048,"A","ADM4",FALSE,FALSE,11,10,1,0,"Mongolian"
8648856,"Beishuiquan","beishuiquan","Beishuiquan,Beishuiquan Xiang,bei shui quan,bei shui quan xiang,北水泉,北水泉乡",40.2696,112.701,"A","ADM4",FALSE,FALSE,9,10,1,2,"Chinese"
8648857,"Alateng’aobao","alateng'aobao","Alateng'aobao,Alateng'aobao Sumu,Alateng’aobao,Alateng’aobao Sumu,a la teng ao bao,a la teng ao bao su mu,阿拉腾敖包,阿拉腾敖包苏木",40.27,104.505,"A","ADM4",FALSE,TRUE,7,8,2,3,"Chinese"
8648858,"Balagong","balagong","Balagong,Balagong Zhen,ba la gong,ba la gong zhen,巴拉贡,巴拉贡镇",40.2704,107.036,"A","ADM4",FALSE,FALSE,6,6,0,0,"Tie"
8648859,"Zhongtan","zhongtan","Zhongtan,Zhongtan Xiang,zhong tan,zhong tan xiang,中滩,中滩乡",40.2776,111.148,"A","ADM4",FALSE,FALSE,6,6,0,0,"Tie"
8648860,"Sandaoying","sandaoying","Sandaoying,Sandaoying Xiang,san dao ying,san dao ying xiang,三道营,三道营乡",40.2785,111.882,"A","ADM4",FALSE,FALSE,7,8,0,1,"Chinese"
8648861,"Shugui","shugui","Shugui,Shugui Sumu,shu gui,shu gui su mu,树贵,树贵苏木",40.284,103.036,"A","ADM4",FALSE,TRUE,3,4,0,1,"Chinese"
8648862,"Hanwula","hanwula","Hanwula,Hanwula Sumu,han wu la,han wu la su mu,罕乌拉,罕乌拉苏木",40.2884,105.845,"A","ADM4",FALSE,FALSE,5,5,0,0,"Tie"
8648863,"Jigesitai","jigesitai","Jigesitai,Jigesitai Xiang,ji ge si tai,ji ge si tai xiang,吉格斯太,吉格斯太乡",40.2994,110.546,"A","ADM4",FALSE,FALSE,8,8,1,1,"Tie"
8648864,"Tugurige","tugurige","Tugurige,Tugurige Sumu,tu gu ri ge,tu gu ri ge su mu,图古日格,图古日格苏木",40.3042,108.876,"A","ADM4",FALSE,FALSE,8,6,2,0,"Mongolian"
8648865,"Liangtai","liangtai","Liangtai,Liangtai Xiang,liang tai,liang tai xiang,粮台,粮台乡",40.3047,106.993,"A","ADM4",FALSE,FALSE,6,6,0,0,"Tie"
8648866,"Changhanying","changhanying","Changhanying,Changhanying Xiang,chang han ying,chang han ying xiang,厂汉营,厂汉营乡",40.3127,112.623,"A","ADM4",FALSE,TRUE,8,9,0,1,"Chinese"
8648867,"Chengkuihai","chengkuihai","Chengkuihai,Chengkuihai Xiang,cheng kui hai,cheng kui hai xiang,程奎海,程奎海乡",40.3287,110.963,"A","ADM4",FALSE,TRUE,9,9,1,1,"Tie"
8648868,"Xiaozhaozi","xiaozhaozi","Xiaozhaozi,Xiaozhaozi Xiang,xiao zhao zi,xiao zhao zi xiang,小召子,小召子乡",40.3425,110.914,"A","ADM4",FALSE,TRUE,5,8,0,3,"Chinese"
8648869,"Shuanggucheng","shuanggucheng","Shuanggucheng,Shuanggucheng Xiang,shuang gu cheng,shuang gu cheng xiang,双古城,双古城乡",40.3427,112.37,"A","ADM4",FALSE,TRUE,11,11,1,1,"Tie"
8648870,"Xinminbu","xinminbu","Xinminbu,Xinminbu Xiang,xin min bao,xin min bao xiang,新民堡,新民堡乡",40.3458,110.267,"A","ADM4",FALSE,TRUE,4,7,0,3,"Chinese"
8648871,"Wushijia","wushijia","Wushijia,Wushijia Xiang,wu shen jia,wu shen jia xiang,伍什家,伍什家乡",40.3509,111.312,"A","ADM4",FALSE,FALSE,6,7,0,1,"Chinese"
8648872,"Houying","houying","Houying,Houying Xiang,hou ying,hou ying xiang,后营,后营乡",40.3704,112.892,"A","ADM4",FALSE,FALSE,4,5,0,1,"Chinese"
8648873,"Guantunbu","guantunbu","Guantunbu,Guantunbu Xiang,guan tun bao,guan tun bao xiang,官屯堡,官屯堡乡",40.3786,113.413,"A","ADM4",FALSE,FALSE,6,7,0,1,"Chinese"
8648874,"Jiangjunyao","jiangjunyao","Jiangjunyao,Jiangjunyao Xiang,jiang jun yao,jiang jun yao xiang,将军尧,将军尧乡",40.3788,110.837,"A","ADM4",FALSE,TRUE,6,11,0,5,"Chinese"
8648875,"Shengliying","shengliying","Shengliying,Shengliying Xiang,sheng li ying,sheng li ying xiang,胜利营,胜利营乡",40.3833,111.884,"A","ADM4",FALSE,FALSE,9,9,1,1,"Tie"
8648876,"Wang’aizhao Xiang","wang'aizhao xiang","Wang'aizhao,Wang'aizhao Xiang,Wang’aizhao,Wang’aizhao Xiang,wang ai zhao,wang ai zhao xiang,王爱召,王爱召乡",40.3835,110.191,"A","ADM4",FALSE,TRUE,7,11,0,4,"Chinese"
8648877,"Saiyinwusu","saiyinwusu","Saiyinwusu,Saiyinwusu Sumu,sai yin wu su,sai yin wu su su mu,赛音乌素,赛音乌素苏木",40.389,108.493,"A","ADM4",FALSE,FALSE,8,8,0,0,"Tie"
8648878,"Dangsanyao","dangsanyao","Dangsanyao,Dangsanyao Xiang,dang san yao,dang san yao xiang,党三尧,党三尧乡",40.392,110.712,"A","ADM4",FALSE,FALSE,7,9,0,2,"Chinese"
8648879,"Shijiuhao","shijiuhao","Shijiuhao,Shijiuhao Xiang,shi jiu hao,shi jiu hao xiang,十九号,十九号乡",40.3936,112.744,"A","ADM4",FALSE,FALSE,5,8,0,3,"Chinese"
8648880,"Wushen","wushen","Wushen,Wushen Zhen,wu shen,wu shen zhen,五申,五申镇",40.4017,111.141,"A","ADM4",FALSE,FALSE,5,4,1,0,"Mongolian"
8648881,"Liujiayao","liujiayao","Liujiayao,Liujiayao Xiang,liu jia yao,liu jia yao xiang,刘家窑,刘家窑乡",40.4017,112.538,"A","ADM4",FALSE,TRUE,5,9,0,4,"Chinese"
8648882,"Baleng","baleng","Baleng,Baleng Xiang,ba leng,ba leng xiang,坝楞,坝楞乡",40.4044,107.034,"A","ADM4",FALSE,FALSE,5,4,1,0,"Mongolian"
8648883,"Shuanglong","shuanglong","Shuanglong,Shuanglong Zhen,shuang long,shuang long zhen,双龙,双龙镇",40.4055,110.948,"A","ADM4",FALSE,FALSE,8,8,0,0,"Tie"
8648884,"Eshisiqingdi","eshisiqingdi","Eshisiqingdi,Eshisiqingdi Xiang,er shi si qing de,er shi si qing de xiang,二十四顷地,二十四顷地乡",40.4089,110.661,"A","ADM4",FALSE,TRUE,8,10,1,3,"Chinese"
8648885,"Xinying","xinying","Xinying,Xinying Xiang,xin ying,xin ying xiang,新营,新营乡",40.4095,113.092,"A","ADM4",FALSE,TRUE,2,6,0,4,"Chinese"
8648886,"Heigetawa","heigetawa","Heigetawa,Heigetawa Xiang,hei ge ta wa,hei ge ta wa xiang,黑圪塔洼,黑圪塔洼乡",40.413,113.312,"A","ADM4",FALSE,TRUE,7,7,1,1,"Tie"
8648887,"Honggeri’eleng","honggeri'eleng","Honggeri'eleng,Honggeri'eleng Sumu,Honggeri’eleng,Honggeri’eleng Sumu,hong ge ri e leng,hong ge ri e leng su mu,洪格日鄂楞,洪格日鄂楞苏木",40.416,105.429,"A","ADM4",FALSE,TRUE,9,9,1,1,"Tie"
8648888,"Majiakulue","majiakulue","Majiakulue,Majiakulue Xiang,ma jia ku lue,ma jia ku lue xiang,马家圐圙,马家圐圙乡",40.4177,112.996,"A","ADM4",FALSE,FALSE,9,10,2,3,"Chinese"
8648889,"Shebiya","shebiya","Shebiya,Shebiya Xiang,she bi ya,she bi ya xiang,舍必崖,舍必崖乡",40.4214,111.624,"A","ADM4",FALSE,FALSE,4,6,1,3,"Chinese"
8648890,"Yulinzi","yulinzi","Yulinzi,Yulinzi Xiang,yu lin zi,yu lin zi xiang,榆林子,榆林子乡",40.4218,110.286,"A","ADM4",FALSE,TRUE,4,5,0,1,"Chinese"
8648891,"Aolunbulage","aolunbulage","Aolunbulage,Aolunbulage Sumu,ao lun bu la ge,ao lun bu la ge su mu,敖伦布拉格,敖伦布拉格苏木",40.4219,106.199,"A","ADM4",FALSE,FALSE,11,9,2,0,"Mongolian"
8648892,"Fayanshen","fayanshen","Fayanshen,Fayanshen Xiang,fa yan shen,fa yan shen xiang,发彦申,发彦申乡",40.4265,110.602,"A","ADM4",FALSE,FALSE,7,8,1,2,"Chinese"
8648893,"Tuchengzi","tuchengzi","Tuchengzi,Tuchengzi Xiang,tu cheng zi,tu cheng zi xiang,土城子,土城子乡",40.4372,111.79,"A","ADM4",FALSE,TRUE,5,7,1,3,"Chinese"
8648894,"Shahaizi","shahaizi","Shahaizi,Shahaizi Xiang,sha hai zi,sha hai zi xiang,沙海子,沙海子乡",40.438,110.894,"A","ADM4",FALSE,TRUE,4,7,0,3,"Chinese"
8648895,"Xinchengwan","xinchengwan","Xinchengwan,Xinchengwan Xiang,xin cheng wan,xin cheng wan xiang,新城湾,新城湾乡",40.4417,113.178,"A","ADM4",FALSE,FALSE,9,10,1,2,"Chinese"
8648896,"Mingshanao","mingshanao","Mingshanao,Mingshanao Xiang,ming sha nao,ming sha nao xiang,明沙淖,明沙淖乡",40.4457,110.492,"A","ADM4",FALSE,FALSE,8,8,0,0,"Tie"
8648897,"Wulan","wulan","Wulan,Wulan Xiang,wu lan,wu lan xiang,乌兰,乌兰乡",40.45,109.305,"A","ADM4",FALSE,FALSE,3,3,0,0,"Tie"
8648898,"Liusumu","liusumu","Liusumu,Liusumu Xiang,liu su mu,liu su mu xiang,六苏木,六苏木乡",40.4514,112.517,"A","ADM4",FALSE,FALSE,4,5,0,1,"Chinese"
8648899,"Zhaojunfen","zhaojunfen","Zhaojunfen,Zhaojunfen Xiang,zhao jun fen,zhao jun fen xiang,昭君坟,昭君坟乡",40.4521,109.611,"A","ADM4",FALSE,TRUE,7,9,1,3,"Chinese"
8648900,"Jiefangtan","jiefangtan","Jiefangtan,Jiefangtan Xiang,jie fang tan,jie fang tan xiang,解放滩,解放滩乡",40.4527,109.798,"A","ADM4",FALSE,TRUE,5,9,1,5,"Chinese"
8648901,"Maodai","maodai","Maodai,Maodai Xiang,mao dai,mao dai xiang,毛岱,毛岱乡",40.4585,110.799,"A","ADM4",FALSE,TRUE,3,5,0,2,"Chinese"
8648902,"Naizhigai","naizhigai","Naizhigai,Naizhigai Xiang,nai zhi gai,nai zhi gai xiang,乃只盖,乃只盖乡",40.4673,111.194,"A","ADM4",FALSE,TRUE,6,7,0,1,"Chinese"
8648903,"Li’ecun","li'ecun","Li'ecun,Li'ecun Xiang,Li’ecun,Li’ecun Xiang,li e cun,li e cun xiang,粒峨村,粒峨村乡",40.4809,113.265,"A","ADM4",FALSE,TRUE,1,2,1,2,"Chinese"
8648904,"Sanjianfang","sanjianfang","Sanjianfang,Sanjianfang Xiang,san jian fang,san jian fang xiang,三间房,三间房乡",40.4851,110.697,"A","ADM4",FALSE,TRUE,6,10,0,4,"Chinese"
8648905,"Dadai","dadai","Dadai,Dadai Xiang,da dai,da dai xiang,大岱,大岱乡",40.4857,111.068,"A","ADM4",FALSE,FALSE,3,3,0,0,"Tie"
8648906,"Yongshengyu","yongshengyu","Yongshengyu,Yongshengyu Xiang,yong sheng yu,yong sheng yu xiang,永圣域,永圣域乡",40.4862,111.448,"A","ADM4",FALSE,TRUE,9,9,1,1,"Tie"
8648907,"Haizi","haizi","Haizi,Haizi Xiang,hai zi,hai zi xiang,海子,海子乡",40.4903,110.582,"A","ADM4",FALSE,TRUE,1,3,0,2,"Chinese"
8648908,"Hangjinnao’er","hangjinnao'er","Hangjinnao'er,Hangjinnao'er Xiang,Hangjinnao’er,Hangjinnao’er Xiang,hang jin nao er,hang jin nao er xiang,杭锦淖尔,杭锦淖尔乡",40.4927,108.919,"A","ADM4",FALSE,TRUE,7,9,1,3,"Chinese"
