"geonameid","hasuntuya_asciiname","hasuntuya_zh","hasuntuya_mn","sarala_asciiname","sarala_zh","sarala_mn","sarala_other","sarala_certainty.012","sarala_pinyin.compliant","sarala_notes","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","mon_sel","mon_grams","chn_sel","class","chn_grams"
8555226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houfangzi","houfangzi","Houfangzi,hou fang zi,后房子",41.34811,112.94164,"P","PPL",0,"",7,"Chinese","ang;fan;gzi;hou;ngz;ouf;ufa"
8555227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hongqimiao","hongqimiao","Hongqimiao,hong qi miao,红旗庙",41.35507,112.88544,"P","PPL",1,"qim",7,"Chinese","gqi;hon;iao;imi;mia;ngq;ong"
8555228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhangguang Fangzi","zhangguang fangzi","Zhangguang Fangzi,zhang guan fang zi,张观房子",41.34249,112.9743,"P","PPL",2," fa;ng ",10,"Chinese","ang;fan;ggu;gua;gzi;han;ngg;ngz;uan;zha"
8555229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baiyinbulang","baiyinbulang","Baiyinbulang,bai yin bu lang,白音不浪",41.32643,112.91675,"P","PPL",5,"bul;lan;nbu;ul;ula",6,"Chinese","aiy;ang;bai;inb;iyi;yin"
8555230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lijiafang","lijiafang","Lijiafang,li jia fang,李家坊",41.30636,112.91408,"P","PPL",0,"",8,"Chinese","afa;ang;fan;iaf;iji;j;jia;lij"
8555231,"Xigou","y","n","Xigou","y","n","",1,"y","","Xigou","xigou","Xigou,xi gou,西沟",41.29967,112.88731,"P","PPL",0,"",4,"Chinese","gou;igo;xi;xig"
8555232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heishan","heishan","Heishan,hei shan,黑山",41.30154,112.81826,"P","PPL",1,"e",5,"Chinese","eis;han;hei;ish;sha"
8555233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongmafang","dongmafang","Dongmafang,dong ma fang,东马房",41.28816,112.86322,"P","PPL",0,"",9,"Chinese","afa;ang;don;fan;gma;ma;maf;ngm;ong"
8555234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiquanzi","xiquanzi","Xiquanzi,xi quan zi,西泉子",41.27799,112.90605,"P","PPL",0,"",8,"Chinese","anz;iqu;nzi;qu;qua;uan;xi;xiq"
8555235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xichasu Hudong","xichasu hudong","Xichasu Hudong,xi cha su hu dong,西察素忽洞",41.26488,112.80916,"P","PPL",6," hu;asu;has;hud;su ;u h",8,"Chinese"," h;cha;don;ich;ong;udo;xi;xic"
8555236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Houbingtu","houbingtu","Houbingtu,hou bing tu,后兵图",41.24775,112.8394,"P","PPL",1,"ubi",6,"Chinese","bin;gtu;hou;ing;ngt;oub"
8555237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qianbingtu","qianbingtu","Qianbingtu,qian bing tu,前兵图",41.25658,112.88517,"P","PPL",0,"",8,"Chinese","anb;bin;gtu;ian;ing;nbi;ngt;qia"
8555238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yangfangzi","yangfangzi","Yangfangzi,yang fang zi,羊房子",41.24105,112.86777,"P","PPL",0,"",8,"Chinese","ang;fan;gfa;gzi;ngf;ngz;ya;yan"
8555239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xilei","xilei","Xilei,Yuanjiafang,xi lei,yuan jia fang,袁家坊,锡勒",41.28361,112.92104,"P","PPLA4",2,"e;ile",3,"Chinese","lei;xi;xil"
8555240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liudaogou","liudaogou","Liudaogou,liu dao gou,六道沟",41.2349,112.94325,"P","PPL",2,"ogo;uda",5,"Chinese","aog;dao;gou;iud;liu"
8555241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Duximiao Shuiku","duximiao shuiku","Duximiao Shuiku,dou xi miao shui ku,都西庙水库",44.19626,122.26041,"H","RSV",3," sh;du;o s",11,"Chinese","dux;hui;iao;iku;imi;mia;shu;uik;uxi;xi;xim"
8555242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cha’ersen Shuiku","cha'ersen shuiku","Cha'ersen Shuiku,Cha’ersen Shuiku,cha er sen shui ku,察尔森水库",46.3315,121.89195,"H","RSV",8," sh;e;en ;ers;n s;rse;se;sen",5,"Mongolian","cha;hui;iku;shu;uik"
8555243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jiazi Shan","jiazi shan","Jiazi Shan,jia zi shan,架子山",46.89038,120.87786,"T","MT",2," sh;i s",7,"Chinese","az;azi;han;iaz;j;jia;sha"
8555244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wanghuolou Shan","wanghuolou shan","Wanghuolou Shan,wang huo lou shan,望火搂山",46.67629,120.56011,"T","MT",3," sh;olo;u s",10,"Chinese","ang;ghu;han;huo;lou;ngh;ou ;sha;uol;wan"
8555273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xinlin","xinlin","Xinlin,Xinlin Zhen,xin lin,xin lin zhen,新林,新林镇",47.25545,122.44069,"P","PPLA4",0,"",5,"Chinese","inl;lin;nli;xi;xin"
8555274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tumuji","tumuji","Tumuji,Tumuji Zhen,tu mu ji,tu mu ji zhen,图牧吉,图牧吉镇",46.27178,122.97591,"P","PPLA4",2,"tum;umu",3,"Chinese","j;muj;uji"
8555275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wugenaobao","wugenaobao","Wugenaobao,wu ge nao bao,五个脑包",41.61004,113.0114,"P","PPL",5,"e;ena;gen;nao;ob",5,"Tie","aob;bao;oba;uge;wug"
8555276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shapengyin","shapengyin","Shapengyin,sha peng ying,沙蓬营",41.64482,113.06086,"P","PPL",2,"e;hap",8,"Chinese","ap;ape;eng;gyi;ngy;pen;sha;yin"
8555277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chaoyang","chaoyang","Chaoyang,chao yang,朝阳",41.64095,113.10981,"P","PPL",0,"",7,"Chinese","ang;aoy;cha;hao;oya;ya;yan"
8555278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yaba Yingzi","yaba yingzi","Yaba Yingzi,ya ba ying zi,哑叭营子",41.63941,113.02016,"P","PPL",3,"aba;ba ;yab",7,"Chinese"," yi;a y;gzi;ing;ngz;ya;yin"
8555279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huangxiao","huangxiao","Huangxiao,huang xiao,黄小",41.60257,113.06009,"P","PPL",0,"",8,"Chinese","ang;gxi;hua;iao;ngx;uan;xi;xia"
8555280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lihegu Tela","lihegu tela","Lihegu Tela,yi he gu te la,伊和古特拉",41.60231,113.04437,"P","PPL",6," te;e;gu ;te;tel;u t",5,"Mongolian","egu;ela;heg;ihe;lih"
8555281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hala Hudong","hala hudong","Hala Hudong,ha la hu dong,哈拉忽洞",41.6054,113.07529,"P","PPL",6," hu;a h;ala;hal;hud;la ",4,"Mongolian"," h;don;ong;udo"
8555282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dong’ali Wusu","dong'ali wusu","Dong'ali Wusu,Dong’ali Wusu,dong a li wu su,东阿力乌苏",41.61803,113.13299,"P","PPL",2,"li ;usu",6,"Chinese"," wu;ali;don;i w;ong;wus"
8555283,"Dongyingzi","y","n","Dongyingzi","y","n","",2,"y","","Dongyingzi","dongyingzi","Dongyingzi,dong yin zi,东音子",41.6255,113.20436,"P","PPL",0,"",8,"Chinese","don;gyi;gzi;ing;ngy;ngz;ong;yin"
8555284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chenjia","chenjia","Chenjia,chen jia,陈家",41.59355,113.17602,"P","PPL",1,"e",6,"Chinese","che;enj;hen;j;jia;nji"
8555285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanbachaxi","sanbachaxi","Sanbachaxi,san ba cha xi,三巴岔西",41.59123,113.22806,"P","PPL",1,"nba",8,"Chinese","ach;anb;axi;bac;cha;hax;san;xi"
8555286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hougou","hougou","Hougou,hou gou,后沟",41.56805,113.19766,"P","PPL",0,"",4,"Chinese","gou;hou;oug;ugo"
8555287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ada Rilu","ada rilu","Ada Rilu,a da ri lu,阿达日路",41.54873,113.26129,"P","PPL",5," ri;ada;da ;lu;ril",2,"Mongolian","a r;ilu"
8555288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lanjia","lanjia","Lanjia,lan jia,兰家",41.54564,113.19431,"P","PPL",1,"lan",4,"Chinese","anj;j;jia;nji"
8555289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wujia","wujia","Wujia,wu jia,五家",41.54538,113.16468,"P","PPL",0,"",4,"Chinese","j;jia;uji;wuj"
8555290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dahuoyan","dahuoyan","Dahuoyan,da huo yan,大火焰",41.55542,113.17679,"P","PPL",0,"",8,"Chinese","ah;ahu;dah;huo;oya;uoy;ya;yan"
8555291,"Miaogou","y","n","Miaogou","y","n","",1,"y","","Miaogou","miaogou","Miaogou,miao gou,庙沟",41.56341,113.14433,"P","PPL",1,"ogo",4,"Chinese","aog;gou;iao;mia"
8555292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ali Wusu","ali wusu","Ali Wusu,a li wu su,阿力乌素",41.57655,113.1281,"P","PPL",2,"li ;usu",4,"Chinese"," wu;ali;i w;wus"
8555293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuishu","kuishu","Kuishu,kui shu,奎树",41.57372,113.04334,"P","PPL",0,"",4,"Chinese","ish;kui;shu;uis"
8555294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mogaitu","mogaitu","Mogaitu,mo gai tu,莫盖图",41.55233,113.0418,"P","PPL",2,"gai;mog",3,"Chinese","ait;itu;oga"
8555295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kongchilao","kongchilao","Kongchilao,kong chi lao,空尺老",41.54332,113.05365,"P","PPL",1,"hil",7,"Chinese","chi;gch;ila;kon;lao;ngc;ong"
8555296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hailei Sitai","hailei sitai","Hailei Sitai,hai lei si tai,海勒斯太",41.52065,113.06395,"P","PPL",4,"e;ei ;i s;ile",7,"Chinese"," si;ail;hai;ita;lei;sit;tai"
8555297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhuangdagou","zhuangdagou","Zhuangdagou,zhuan da gou,转达沟",41.56856,112.99981,"P","PPL",1,"dag",8,"Chinese","ago;ang;gda;gou;hua;ngd;uan;zhu"
8555298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wurigen Shan","wurigen shan","Wurigen Shan,wu ri gen shan,乌日根山",47.64312,120.10352,"T","MT",8," sh;e;en ;gen;n s;rig;ur;uri",4,"Mongolian","han;ige;sha;wur"
8555299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Qidaogou","qidaogou","Qidaogou,qi dao gou,七道沟",41.17677,112.70939,"P","PPL",1,"ogo",5,"Chinese","aog;dao;gou;ida;qid"
8555300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandaigou","sandaigou","Sandaigou,san dai gou,三岱沟",41.20119,112.74104,"P","PPL",2,"and;nda",5,"Chinese","aig;dai;gou;igo;san"
8555301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Datangzi","datangzi","Datangzi,da tang zi,大趟子",41.22721,112.77243,"P","PPL",1,"ata",5,"Chinese","ang;dat;gzi;ngz;tan"
8555302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erquanzi","erquanzi","Erquanzi,er quan zi,二泉子",41.21084,112.80329,"P","PPL",2,"e;erq",6,"Chinese","anz;nzi;qu;qua;rqu;uan"
8555304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dabaishiya","dabaishiya","Dabaishiya,da bai shi ya,大白石崖",41.19877,112.81724,"P","PPL",3,"aba;dab;hiy",6,"Chinese","ais;bai;ish;iya;shi;ya"
8555305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiaobaishiya","xiaobaishiya","Xiaobaishiya,xiao bai shi ya,小白石崖",41.17972,112.84836,"P","PPL",2,"hiy;ob",11,"Chinese","ais;aob;bai;iao;ish;iya;oba;shi;xi;xia;ya"
8555306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nangouzi","nangouzi","Nangouzi,nan gou zi,南沟子",41.1655,112.79417,"P","PPL",0,"",6,"Chinese","ang;gou;nan;ngo;ouz;uzi"
8555307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dafangzi","dafangzi","Dafangzi,da fang zi,大房子",41.1808,112.75634,"P","PPL",0,"",6,"Chinese","afa;ang;daf;fan;gzi;ngz"
8555308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wulagai Shuiku","wulagai shuiku","Wulagai Shuiku,wu la gai shui ku,乌拉盖水库",46.0343,119.45946,"H","RSV",9," sh;aga;ai ;gai;i s;lag;ul;ula;wul",4,"Mongolian","hui;iku;shu;uik"
8555309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mafanggou Fenchang","mafanggou fenchang","Mafanggou Fenchang,ma fang gou fen chang,马房沟分场",41.14753,112.80865,"P","PPL",2," fe;e",14,"Chinese","afa;ang;cha;enc;fan;fen;ggo;gou;han;ma;maf;nch;ngg;ou "
8555310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Naomen Goukou","naomen goukou","Naomen Goukou,nao men gou kou,脑门沟口",41.1384,112.84165,"P","PPL",5," go;e;en ;n g;nao",7,"Chinese","aom;gou;kou;men;ome;ouk;uko"
8555311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daxigou","daxigou","Daxigou,da xi gou,大西沟",41.12177,112.8336,"P","PPL",0,"",6,"Chinese","axi;dax;gou;igo;xi;xig"
8555312,"Tangsifang","y","n","Tangsifang","y","n","",1,"y","","Tangsifang","tangsifang","Tangsifang,tang si fang,堂四房",41.16477,112.94539,"P","PPL",0,"",7,"Chinese","ang;fan;gsi;ifa;ngs;sif;tan"
8555313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liudaqing","liudaqing","Liudaqing,liu da qing,六大顷",41.17628,112.91568,"P","PPL",1,"uda",6,"Chinese","aqi;daq;ing;iud;liu;qin"
8555314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silingou","silingou","Silingou,si lin gou,四林沟",41.18297,112.89882,"P","PPL",1,"sil",5,"Chinese","gou;ili;ing;lin;ngo"
8555315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nanshuiquan","nanshuiquan","Nanshuiquan,nan shui quan,南水泉",41.19261,112.94513,"P","PPL",0,"",10,"Chinese","ans;hui;iqu;nan;nsh;qu;qua;shu;uan;uiq"
8555316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gechou Bashan","gechou bashan","Gechou Bashan,ge chou ba shan,圪丑坝山",41.10165,112.78612,"P","PPL",5," ba;ash;bas;e;u b",7,"Chinese","cho;ech;gec;han;hou;ou ;sha"
8555317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hanhaizi","hanhaizi","Hanhaizi,han hai zi,汉海子",41.13411,112.76761,"P","PPL",1,"nha",5,"Chinese","aiz;anh;hai;han;izi"
8555318,"Geliaoba","n","y","Geliaoba","y","n","",1,"y","","Geliaoba","geliaoba","Geliaoba,ge liao ba,圪料坝",41.17114,112.72978,"P","PPL",4,"e;eli;gel;ob",4,"Tie","aob;iao;lia;oba"
8555319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yuanjia Fangzi","yuanjia fangzi","Yuanjia Fangzi,yuan jia fang zi,元家房子",41.14672,112.93743,"P","PPL",1," fa",12,"Chinese","a f;ang;anj;fan;gzi;ia ;j;jia;ngz;nji;uan;yua"
8555320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hulaibao","hulaibao","Hulaibao,hu lai bao,忽来报",41.20465,112.93335,"P","PPL",4,"hul;lai;ul;ula",3,"Mongolian","aib;bao;iba"
8555321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chahangou","chahangou","Chahangou,cha han gou,察汗沟",41.21322,112.96466,"P","PPL",1,"aha",7,"Chinese","ah;ang;cha;gou;hah;han;ngo"
8555322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dawanzi","dawanzi","Dawanzi,da wan zi,大湾子",41.20091,112.9925,"P","PPL",0,"",5,"Chinese","anz;awa;daw;nzi;wan"
8555323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shengli","shengli","Dongyifang,Shengli,dong yi fang,sheng li,胜利,董义坊",41.15674,112.86135,"P","PPLA4",1,"e",5,"Chinese","eng;gli;hen;ngl;she"
8555324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erming","erming","Erming,er ming,二明",41.24211,113.39716,"P","PPL",3,"e;erm;rmi",2,"Mongolian","ing;min"
8555325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Daxigou","daxigou","Daxigou,da xi gou,大西沟",41.20821,113.37832,"P","PPL",0,"",6,"Chinese","axi;dax;gou;igo;xi;xig"
8555326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shangsidaogou","shangsidaogou","Shangsidaogou,shang si dao gou,上四道沟",41.19713,113.34287,"P","PPL",1,"ogo",10,"Chinese","ang;aog;dao;gou;gsi;han;ida;ngs;sha;sid"
8555327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xuanyaoya","xuanyaoya","Xuanyaoya,xuan yao wa,碹窑洼",41.22704,113.39029,"P","PPL",0,"",9,"Chinese","any;aoy;nya;oya;uan;xu;xua;ya;yao"
8555328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wangyaogou","wangyaogou","Wangyaogou,wang yao gou,王要沟",41.23945,113.33844,"P","PPL",1,"ogo",8,"Chinese","ang;aog;gou;gya;ngy;wan;ya;yao"
8555329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huangjia","huangjia","Huangjia,huang jia,黄家",41.17941,113.36857,"P","PPL",0,"",7,"Chinese","ang;gji;hua;j;jia;ngj;uan"
8555330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beihao","beihao","Beihao,bei hao,北号",41.16633,113.35107,"P","PPL",1,"e",4,"Chinese","bei;eih;hao;iha"
8555331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yangpanwa","yangpanwa","Yangpanwa,yang pan wa,羊盘洼",41.19137,113.31274,"P","PPL",0,"",8,"Chinese","ang;anw;gpa;ngp;nwa;pan;ya;yan"
8555332,"Hengyilong","y","n","Hengyilong","n","y","",0,"y","","Hengyilong","hengyilong","Hengyilong,heng yi long,恒义隆",41.20555,113.32382,"P","PPL",1,"e",8,"Chinese","eng;gyi;hen;ilo;lon;ngy;ong;yil"
8555333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miaowanzi","miaowanzi","Miaowanzi,miao wan zi,庙湾子",41.19514,113.26399,"P","PPL",0,"",7,"Chinese","anz;aow;iao;mia;nzi;owa;wan"
8555345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dadonghao","dadonghao","Dadonghao,da dong hao,大东号",41.18184,113.24206,"P","PPL",0,"",7,"Chinese","ado;dad;don;gha;hao;ngh;ong"
8555346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dengjiagou","dengjiagou","Dengjiagou,deng jia gou,邓家沟",41.25629,113.35639,"P","PPL",2,"den;e",8,"Chinese","ago;eng;gji;gou;iag;j;jia;ngj"
8555347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nanliang","nanliang","Nanliang,nan liang,南梁",41.24986,113.31274,"P","PPL",0,"",6,"Chinese","ang;anl;ian;lia;nan;nli"
8555348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanhetang","sanhetang","Sanhetang,san he tang,三和堂",41.27867,113.31673,"P","PPL",1,"e",7,"Chinese","ang;anh;eta;het;nhe;san;tan"
8555349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hejiadi","hejiadi","Hejiadi,he jia de,何家地",41.25142,113.27707,"P","PPL",1,"e",6,"Chinese","adi;eji;hej;iad;j;jia"
8555350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erlan","erlan","Erlan,er lu,二录",41.28886,113.33379,"P","PPL",3,"e;erl;lan",1,"Mongolian","rla"
8555351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dadongpo","dadongpo","Dadongpo,da dong po,大东坡",41.30238,113.33578,"P","PPL",0,"",6,"Chinese","ado;dad;don;gpo;ngp;ong"
8555352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huangyangcheng","huangyangcheng","Huangyangcheng,huang yang cheng,黄羊城",41.30282,113.30321,"P","PPL",1,"e",12,"Chinese","ang;che;eng;gch;gya;hen;hua;ngc;ngy;uan;ya;yan"
8555353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xidaqu","xidaqu","Xidaqu,xi da qu,西大渠",41.29839,113.27308,"P","PPL",0,"",6,"Chinese","aqu;daq;ida;qu;xi;xid"
8555354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yuyinshan","yuyinshan","Yuyinshan,yu yin shan,玉印山",41.3119,113.22522,"P","PPL",1,"ins",6,"Chinese","han;nsh;sha;uyi;yin;yuy"
8555355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dahongshui","dahongshui","Dahongshui,da hong shui,大红水",41.26848,113.19442,"P","PPL",0,"",9,"Chinese","ah;aho;dah;gsh;hon;hui;ngs;ong;shu"
8555356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wenjia","wenjia","Wenjia,wen jia,温家",41.24986,113.23674,"P","PPL",1,"e",5,"Chinese","enj;j;jia;nji;wen"
8555357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongshuangjin","dongshuangjin","Dongshuangjin,dong shuang jing,东双井",41.23701,113.2394,"P","PPL",0,"",12,"Chinese","ang;don;gji;gsh;hua;j;jin;ngj;ngs;ong;shu;uan"
8555358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shanghamao Bulang","shanghamao bulang","Shanghamao Bulang,shang ha mao bu lang,上哈毛不浪",41.22283,113.19398,"P","PPL",8," bu;ama;bul;ham;lan;o b;ul;ula",8,"Tie","am;ang;gha;han;ma;mao;ngh;sha"
8555359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiahamao Bulang","xiahamao bulang","Xiahamao Bulang,xia ha mao bu lang,下哈毛不浪",41.21619,113.19642,"P","PPL",9," bu;aha;ama;bul;ham;lan;o b;ul;ula",8,"Mongolian","ah;am;ang;iah;ma;mao;xi;xia"
8555360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wangshan","wangshan","Wangshan,wang shan,王善",41.24344,113.17581,"P","PPL",0,"",6,"Chinese","ang;gsh;han;ngs;sha;wan"
8555361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yangnasheng","yangnasheng","Yangnasheng,yang na sheng,杨纳生",41.2687,113.17204,"P","PPL",3,"ash;e;nas",8,"Chinese","ang;eng;gna;hen;ngn;she;ya;yan"
8555362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wangtaogou","wangtaogou","Wangtaogou,wang tao gou,王套沟",41.28155,113.11621,"P","PPL",1,"ogo",7,"Chinese","ang;aog;gou;gta;ngt;tao;wan"
8555363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xihaizi","xihaizi","Xihaizi,xi hai zi,西海子",41.25199,113.08682,"P","PPL",0,"",6,"Chinese","aiz;hai;iha;izi;xi;xih"
8555364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suji Bulang","suji bulang","Suji Bulang,su ji bu lang,苏计不浪",41.23623,113.0726,"P","PPL",7," bu;bul;i b;lan;suj;ul;ula",4,"Mongolian","ang;j;ji ;uji"
8555365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Toudaogou","toudaogou","Toudaogou,tou dao gou,头道沟",41.22084,113.09721,"P","PPL",2,"ogo;uda",5,"Chinese","aog;dao;gou;oud;tou"
8555366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dongmajiagou","dongmajiagou","Dongmajiagou,dong ma jia gou,东马家沟",41.19181,113.06817,"P","PPL",0,"",12,"Chinese","ago;aji;don;gma;gou;iag;j;jia;ma;maj;ngm;ong"
8555367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiahonggetu","xiahonggetu","Xiahonggetu,xia hong ge tu,下红格图",41.20854,113.02222,"P","PPL",2,"e;get",10,"Chinese","ah;aho;etu;gge;hon;iah;ngg;ong;xi;xia"
8555368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hongge’ertu","hongge'ertu","Hongge'ertu,Hongge’ertu,hong ge er tu,红格尔图",41.22431,113.01972,"P","PPL",3,"e;ert;rtu",4,"Chinese","gge;hon;ngg;ong"
8555369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lijindi","lijindi","Lijindi,li jin de,李金地",41.27295,113.02202,"P","PPL",0,"",6,"Chinese","iji;ind;j;jin;lij;ndi"
8555370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nangou","nangou","Nangou,nan gou,南沟",41.27334,112.98799,"P","PPL",0,"",4,"Chinese","ang;gou;nan;ngo"
8555371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baiyangou","baiyangou","Baiyangou,bai yan gou,白彦沟",41.27526,113.06529,"P","PPL",0,"",8,"Chinese","aiy;ang;bai;gou;iya;ngo;ya;yan"
8555372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zhaojiafang","zhaojiafang","Zhaojiafang,zhao jia fang,赵家房",41.29007,113.00318,"P","PPL",0,"",10,"Chinese","afa;ang;aoj;fan;hao;iaf;j;jia;oji;zha"
8555373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiemian Wudong","tiemian wudong","Tiemian Wudong,tie mian wu dong,铁面勿洞",41.31045,113.02433,"P","PPL",3,"an ;e;emi",10,"Chinese"," wu;don;ian;iem;mia;n w;ong;tie;udo;wud"
8555374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sandachuangou","sandachuangou","Sandachuangou,san da chuang gou,三达床沟",41.32218,113.0426,"P","PPL",2,"and;nda",9,"Chinese","ach;ang;chu;dac;gou;hua;ngo;san;uan"
8555378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ermaolügou","ermaolugou","Ermaolugou,Ermaolügou,er mao lu gou,二毛驴沟",41.34083,113.04202,"P","PPL",4,"e;erm;lu;rma",7,"Chinese","aol;gou;lug;ma;mao;olu;ugo"
